等级,等级名,悬赏池,入池说明,产物显示名,产物ID,饥饿值,饱和度,效果buff,原料种类数,原料槽位总数,稀有原料数,中间产物原料数,代表机器,代表配方ID,代表配方原料,综合分,分级依据,配方条数,模组,建议难度系数,建议悬赏价值备注,悬赏池文件,悬赏unitWorth
1,T1·简餐基础,T1菜池,分档菜池,热可可,farmersdelight:hot_cocoa,,,,3,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/hot_cocoa.json,奶(#c:drinks/milk) + 糖(minecraft:sugar) + 可可豆(minecraft:cocoa_beans) + 可可豆(minecraft:cocoa_beans),4.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,西瓜汁,farmersdelight:melon_juice,,,,3,6,0,0,工作台,melon_juice.json,西瓜片(minecraft:melon_slice) + 西瓜片(minecraft:melon_slice) + 糖(minecraft:sugar) + 西瓜片(minecraft:melon_slice) + 西瓜片(minecraft:melon_slice) + 玻璃瓶(minecraft:glass_bottle),4.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,西瓜冰棍,farmersdelight:melon_popsicle,,,,3,3,0,0,工作台,melon_popsicle.json,西瓜片(minecraft:melon_slice)×4 + 冰(minecraft:ice)×2 + 木棍(minecraft:stick),4.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,炉灶,farmersdelight:stove,,,,3,3,0,0,工作台,stove.json,铁锭(#c:ingots/iron)×3 + 红砖块(minecraft:bricks)×4 + 营火(minecraft:campfire),4.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,甜浆果芝士派,farmersdelight:sweet_berry_cheesecake,,,,3,3,0,0,工作台,sweet_berry_cheesecake.json,甜浆果(minecraft:sweet_berries)×6 + 奶(#c:drinks/milk)×2 + 馅饼酥皮(farmersdelight:pie_crust),4.5,简单加工/无食物数据,2,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,通用池,分档菜池,浆果拼盘,kaleidoscope_cookery:berry_platter,,,,3,9,0,0,工作台,berry_platter.json,甜浆果(minecraft:sweet_berries) + 甜浆果(minecraft:sweet_berries) + 甜浆果(minecraft:sweet_berries) + 甜浆果(minecraft:sweet_berries) + 发光浆果(minecraft:glow_berries) + 发光浆果(minecraft:glow_berries) + 发光浆果(minecraft:glow_berries) + 发光浆果(minecraft:glow_berries) + 碗(minecraft:bowl),4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,66
1,T1·简餐基础,T1菜池,分档菜池,搪瓷盆子,kaleidoscope_cookery:enamel_basin,,,,3,3,0,0,工作台,enamel_basin.json,石按钮(minecraft:stone_button) + 重型测重压力板(minecraft:heavy_weighted_pressure_plate) + 桶(minecraft:bucket),4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,果篮,kaleidoscope_cookery:fruit_basket,,,,3,3,0,0,工作台,fruit_basket.json,木棍(minecraft:stick) + 木板(#minecraft:planks)×5 + 箱子(minecraft:chest),4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,厨具架,kaleidoscope_cookery:kitchenware_racks,,,,3,3,0,0,工作台,kitchenware_racks.json,木棍(minecraft:stick)×3 + 铁锭(#c:ingots/iron)×2 + 铁粒(#c:nuggets/iron),4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,油壶,kaleidoscope_cookery:oil_pot,,,,3,3,0,0,工作台,oil_pot.json,重型测重压力板(minecraft:heavy_weighted_pressure_plate) + 桶(minecraft:bucket) + 木棍(minecraft:stick),4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,镰刀,kaleidoscope_cookery:sickle,,,,3,3,0,0,工作台,sickle.json,燧石(minecraft:flint)×3 + 线(minecraft:string) + 木棍(minecraft:stick)×2,4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,裹馅面食,kaleidoscope_cookery:stuffed_dough_food,,,,3,3,0,1,工作台,stuffed_dough_food.json,生肉(#c:raw_meats) + 蔬菜(#c:vegetables) + 面团(#c:dough),4.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,番茄,kaleidoscope_cookery:tomato,2.0,2.0,,1,1,0,0,工作台,tomato.json,箱装番茄(farmersdelight:tomato_crate),4.4,低饱食简餐,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,卷心菜,farmersdelight:cabbage,2.0,1.6,,1,1,0,0,工作台,cabbage.json,箱装卷心菜(farmersdelight:cabbage_crate),4.32,低饱食简餐,2,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,洋葱,farmersdelight:onion,2.0,1.6,,1,1,0,0,工作台,onion.json,箱装洋葱(farmersdelight:onion_crate),4.32,低饱食简餐,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,生培根,farmersdelight:bacon,2.0,1.2,,1,1,0,0,砧板,cutting/porkchop.json,生猪排(minecraft:porkchop),4.24,低饱食简餐,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,牛肉馅,farmersdelight:minced_beef,2.0,1.2,,1,1,0,0,砧板,cutting/beef.json,生牛肉(minecraft:beef),4.24,低饱食简餐,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,生牛杂,kaleidoscope_cookery:raw_cow_offal,2.0,1.2,,1,1,0,0,菜板,chopping_board/raw_cow_offal.json,生牛肉(minecraft:beef),4.24,低饱食简餐,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,生切制小肉,kaleidoscope_cookery:raw_cut_small_meats,2.0,1.2,,1,1,0,0,菜板,chopping_board/raw_cut_small_meats_from_chicken.json,生鸡肉(minecraft:chicken),4.24,低饱食简餐,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,生五花肉,kaleidoscope_cookery:raw_pork_belly,2.0,1.2,,1,1,0,0,菜板,chopping_board/raw_pork_belly.json,生猪排(minecraft:porkchop),4.24,低饱食简餐,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,生羊排,kaleidoscope_cookery:raw_lamb_chops,1.0,1.0,,1,1,0,0,菜板,chopping_board/raw_lamb_chops.json,生羊肉(minecraft:mutton),3.7,低饱食简餐,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,通用池,分档菜池,刺身,kaleidoscope_cookery:sashimi,1.0,1.0,,1,1,0,0,菜板,chopping_board/sashimi_from_cod.json,生鳕鱼(minecraft:cod),3.7,低饱食简餐,3,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,9
1,T1·简餐基础,T1菜池,非通用烤熟类,卷心菜叶,farmersdelight:cabbage_leaf,1.0,0.8,,1,1,0,0,菜板,chopping_board/add/cabbage_leaf.json,卷心菜(farmersdelight:cabbage),3.66,低饱食简餐,3,农夫乐事(万花筒机器),1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,金合欢木橱柜,farmersdelight:acacia_cabinet,,,,2,2,0,0,工作台,acacia_cabinet.json,金合欢木台阶(minecraft:acacia_slab)×6 + 金合欢木活板门(minecraft:acacia_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,竹篮,farmersdelight:bamboo_basket,,,,2,2,0,0,工作台,bamboo_basket.json,竹子(minecraft:bamboo)×4 + 粗布(farmersdelight:canvas)×3,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,竹橱柜,farmersdelight:bamboo_cabinet,,,,2,2,0,0,工作台,bamboo_cabinet.json,竹台阶(minecraft:bamboo_slab)×6 + 竹活板门(minecraft:bamboo_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,白桦木橱柜,farmersdelight:birch_cabinet,,,,2,2,0,0,工作台,birch_cabinet.json,白桦木台阶(minecraft:birch_slab)×6 + 白桦木活板门(minecraft:birch_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,黑色粗布告示牌,farmersdelight:black_canvas_sign,,,,2,2,0,0,工作台,black_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 黑色染料(#c:dyes/black),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式黑色粗布告示牌,farmersdelight:black_hanging_canvas_sign,,,,2,2,0,0,工作台,black_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 黑色染料(#c:dyes/black),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,蓝色粗布告示牌,farmersdelight:blue_canvas_sign,,,,2,2,0,0,工作台,blue_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 蓝色染料(#c:dyes/blue),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式蓝色粗布告示牌,farmersdelight:blue_hanging_canvas_sign,,,,2,2,0,0,工作台,blue_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 蓝色染料(#c:dyes/blue),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,棕色粗布告示牌,farmersdelight:brown_canvas_sign,,,,2,2,0,0,工作台,brown_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 棕色染料(#c:dyes/brown),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式棕色粗布告示牌,farmersdelight:brown_hanging_canvas_sign,,,,2,2,0,0,工作台,brown_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 棕色染料(#c:dyes/brown),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,樱花木橱柜,farmersdelight:cherry_cabinet,,,,2,2,0,0,工作台,cherry_cabinet.json,樱花木台阶(minecraft:cherry_slab)×6 + 樱花木活板门(minecraft:cherry_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,绯红木橱柜,farmersdelight:crimson_cabinet,,,,2,2,0,0,工作台,crimson_cabinet.json,绯红木台阶(minecraft:crimson_slab)×6 + 绯红木活板门(minecraft:crimson_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,砧板,farmersdelight:cutting_board,,,,2,2,0,0,工作台,cutting_board.json,木棍(minecraft:stick)×2 + 木板(#minecraft:planks)×4,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,青色粗布告示牌,farmersdelight:cyan_canvas_sign,,,,2,2,0,0,工作台,cyan_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 青色染料(#c:dyes/cyan),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式青色粗布告示牌,farmersdelight:cyan_hanging_canvas_sign,,,,2,2,0,0,工作台,cyan_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 青色染料(#c:dyes/cyan),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,深色橡木橱柜,farmersdelight:dark_oak_cabinet,,,,2,2,0,0,工作台,dark_oak_cabinet.json,深色橡木台阶(minecraft:dark_oak_slab)×6 + 深色橡木活板门(minecraft:dark_oak_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,灰色粗布告示牌,farmersdelight:gray_canvas_sign,,,,2,2,0,0,工作台,gray_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 灰色染料(#c:dyes/gray),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式灰色粗布告示牌,farmersdelight:gray_hanging_canvas_sign,,,,2,2,0,0,工作台,gray_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 灰色染料(#c:dyes/gray),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,绿色粗布告示牌,farmersdelight:green_canvas_sign,,,,2,2,0,0,工作台,green_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 绿色染料(#c:dyes/green),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式绿色粗布告示牌,farmersdelight:green_hanging_canvas_sign,,,,2,2,0,0,工作台,green_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 绿色染料(#c:dyes/green),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,蜂蜜曲奇,farmersdelight:honey_cookie,,,,2,3,0,0,工作台,honey_cookie.json,蜜瓶(minecraft:honey_bottle) + 小麦(#c:crops/wheat) + 小麦(#c:crops/wheat),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,丛林木橱柜,farmersdelight:jungle_cabinet,,,,2,2,0,0,工作台,jungle_cabinet.json,丛林木台阶(minecraft:jungle_slab)×6 + 丛林木活板门(minecraft:jungle_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,淡蓝色粗布告示牌,farmersdelight:light_blue_canvas_sign,,,,2,2,0,0,工作台,light_blue_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 淡蓝色染料(#c:dyes/light_blue),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式淡蓝色粗布告示牌,farmersdelight:light_blue_hanging_canvas_sign,,,,2,2,0,0,工作台,light_blue_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 淡蓝色染料(#c:dyes/light_blue),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,淡灰色粗布告示牌,farmersdelight:light_gray_canvas_sign,,,,2,2,0,0,工作台,light_gray_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 淡灰色染料(#c:dyes/light_gray),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式淡灰色粗布告示牌,farmersdelight:light_gray_hanging_canvas_sign,,,,2,2,0,0,工作台,light_gray_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 淡灰色染料(#c:dyes/light_gray),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,黄绿色粗布告示牌,farmersdelight:lime_canvas_sign,,,,2,2,0,0,工作台,lime_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 黄绿色染料(#c:dyes/lime),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式黄绿色粗布告示牌,farmersdelight:lime_hanging_canvas_sign,,,,2,2,0,0,工作台,lime_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 黄绿色染料(#c:dyes/lime),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,品红色粗布告示牌,farmersdelight:magenta_canvas_sign,,,,2,2,0,0,工作台,magenta_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 品红色染料(#c:dyes/magenta),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式品红色粗布告示牌,farmersdelight:magenta_hanging_canvas_sign,,,,2,2,0,0,工作台,magenta_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 品红色染料(#c:dyes/magenta),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,红树木橱柜,farmersdelight:mangrove_cabinet,,,,2,2,0,0,工作台,mangrove_cabinet.json,红树木台阶(minecraft:mangrove_slab)×6 + 红树木活板门(minecraft:mangrove_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,奶瓶,farmersdelight:milk_bottle,,,,2,5,0,0,工作台,milk_bottle.json,奶桶(minecraft:milk_bucket) + 玻璃瓶(minecraft:glass_bottle) + 玻璃瓶(minecraft:glass_bottle) + 玻璃瓶(minecraft:glass_bottle) + 玻璃瓶(minecraft:glass_bottle),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,橡木橱柜,farmersdelight:oak_cabinet,,,,2,2,0,0,工作台,oak_cabinet.json,橡木台阶(minecraft:oak_slab)×6 + 橡木活板门(minecraft:oak_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,橙色粗布告示牌,farmersdelight:orange_canvas_sign,,,,2,2,0,0,工作台,orange_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 橙色染料(#c:dyes/orange),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式橙色粗布告示牌,farmersdelight:orange_hanging_canvas_sign,,,,2,2,0,0,工作台,orange_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 橙色染料(#c:dyes/orange),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,粉红色粗布告示牌,farmersdelight:pink_canvas_sign,,,,2,2,0,0,工作台,pink_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 粉红色染料(#c:dyes/pink),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式粉红色粗布告示牌,farmersdelight:pink_hanging_canvas_sign,,,,2,2,0,0,工作台,pink_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 粉红色染料(#c:dyes/pink),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,紫色粗布告示牌,farmersdelight:purple_canvas_sign,,,,2,2,0,0,工作台,purple_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 紫色染料(#c:dyes/purple),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式紫色粗布告示牌,farmersdelight:purple_hanging_canvas_sign,,,,2,2,0,0,工作台,purple_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 紫色染料(#c:dyes/purple),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,红色粗布告示牌,farmersdelight:red_canvas_sign,,,,2,2,0,0,工作台,red_canvas_sign.json,帆布告示牌(#farmersdelight:canvas_signs) + 红色染料(#c:dyes/red),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,悬挂式红色粗布告示牌,farmersdelight:red_hanging_canvas_sign,,,,2,2,0,0,工作台,red_hanging_canvas_sign.json,悬挂帆布告示牌(#farmersdelight:hanging_canvas_signs) + 红色染料(#c:dyes/red),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,绳栅栏,farmersdelight:rope_fence,,,,2,2,0,0,工作台,rope_fence.json,绳子(farmersdelight:rope)×4 + 木棍(minecraft:stick)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,绳栅栏门,farmersdelight:rope_fence_gate,,,,2,2,0,0,工作台,rope_fence_gate.json,木棍(minecraft:stick)×4 + 绳子(farmersdelight:rope)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,煎锅,farmersdelight:skillet,,,,2,2,0,0,工作台,skillet.json,铁锭(#c:ingots/iron)×4 + 红砖(minecraft:brick),3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,云杉木橱柜,farmersdelight:spruce_cabinet,,,,2,2,0,0,工作台,spruce_cabinet.json,云杉木台阶(minecraft:spruce_slab)×6 + 云杉木活板门(minecraft:spruce_trapdoor)×2,3.0,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
